x, y
3.0692176909661946, 0.014634441072223064
3.432133793478055, 0.07519145875573975
3.4979247725059217, 0.13810584982600616
3.864024349601223, 0.5733895837522387
5.39067948280476, 1.0850042893156606
6.166385293939165, 1.747474617656136
7.00894407132575, 2.6559893922399183
7.852564835936654, 3.462998651517566
8.71811675592002, 2.7411695955173445
9.463758628957088, 1.5594564726816214
10.548261474684915, 0.4039325640115618
10.967064965762725, 0.27927824433601417
11.639840090092333, 0.22297685042254514
13.246785934215492, 0.20691678513624812
14.463228878889684, 0.19146333444027483
15.466374052294544, 0.16111203342851027
16.684585317616257, 0.13204317196815019
18.169143973632877, 0.11252469755468743
19.402919445160173, 0.11048293746717602
20.69399745918935, 0.11501213387665261
22.71514567878145, 0.13797374314065441
24.42255252981772, 0.1632172595714376
25.745460315502235, 0.1771518440016354
26.99868980124176, 0.18512113834643026
28.507656753791075, 0.17101483686048205
30.204095540051593, 0.13777595239873178
32.24293194029792, 0.08877229958053133
34.004457859252625, 0.06263528051191113
35.71433687727011, 0.042552074934914336
37.32093204177117, 0.029174195083201845
38.96749473483149, 0.020115939869115657
40.35867312779362, 0.014957938334902618
42.366739256519416, 0.00960948491027622
44.89724838364053, 0.005620244418883825
48.1076034305918, 0.003067048640484516
51.18000957032047, 0.001832336024204262
53.071699806305475, 0.0014132278430473773
55.895799902705065, 0.0010214773395132212
58.161016165087034, 0.0008129368314149791
59.736487891355985, 0.000717875876561619
61.91892884038955, 0.0005923048171861141
63.842453822208924, 0.00053794041016912
66.04966618284486, 0.0004548037107787727
68.61731750483243, 0.0003766107374055334
71.52241713266434, 0.00029478776087706385
