x, y
2.592185537637711, 0.7122376259499398
3.3114410459306427, 1.1356563762089111
4.062824707430774, 1.8320847489045546
4.530787409558794, 2.2795601329927013
5.4585057158547166, 2.54275018644579
6.62002592137852, 3.8883809162365757
7.810102812098124, 5.756235458684816
8.788150456435126, 4.42741835121242
9.428163547634808, 2.5244572532652123
10.034981813874069, 1.1711851359945848
10.672141244406886, 0.5404851208660244
11.365698747802663, 0.40349235596813793
12.580404461850303, 0.38278941286309465
13.31572530165478, 0.38278941286309465
14.305195118106923, 0.35558758261176554
15.561666678379142, 0.28300925086294
17.030877762930828, 0.21461539701519533
18.437268155757174, 0.18295668526366854
19.754419534800608, 0.17122224249218138
21.818311415947772, 0.19012620938375066
24.2612909087441, 0.23573513618212594
26.223449912608213, 0.253367448982627
27.996429033951785, 0.26342272681102596
29.77654607168636, 0.21569538091542567
32.022128544738464, 0.1371769793419329
34.664999814273614, 0.08496185401010795
37.52061311790412, 0.04685198749046744
40.223448908681846, 0.02705455785489427
43.86864025202567, 0.013255905035241477
47.12974945009934, 0.007730751097585943
51.46635491406891, 0.003993244215379496
54.69998162814767, 0.0028785705091821704
58.599678341995535, 0.0023261133633554303
62.17097568590757, 0.001962631024579755
66.48973635889963, 0.0017957902358092558
69.28609290936853, 0.0016010822741138301
71.89755634285689, 0.0012994184747055632
75.10618529067179, 0.001006138016065809
77.84828966086363, 0.000724388323393276
80.36195058875259, 0.0005137061449511773
82.65357312448985, 0.00038827704009005267
84.63108718196867, 0.00027877922756080185
